case_id,reviewer_id,source_text_valid,language_valid,intent_valid,target_valid,conditions_valid,policy_valid,outcome_valid,claims_valid,notes
V2C-0080,R1,,,,,,,,,
V2C-0081,R1,,,,,,,,,
V2C-0082,R1,,,,,,,,,
V2C-0083,R1,,,,,,,,,
V2C-0084,R1,,,,,,,,,
V2C-0085,R1,,,,,,,,,
V2C-0086,R1,,,,,,,,,
V2C-0087,R1,,,,,,,,,
V2C-0088,R1,,,,,,,,,
V2C-0089,R1,,,,,,,,,
V2C-0090,R1,,,,,,,,,
V2C-0091,R1,,,,,,,,,
V2C-0092,R1,,,,,,,,,
V2C-0093,R1,,,,,,,,,
V2C-0094,R1,,,,,,,,,
V2C-0095,R1,,,,,,,,,
V2C-0096,R1,,,,,,,,,
V2C-0097,R1,,,,,,,,,
V2C-0098,R1,,,,,,,,,
V2C-0099,R1,,,,,,,,,
V2C-0100,R1,,,,,,,,,
V2C-0101,R1,,,,,,,,,
V2C-0102,R1,,,,,,,,,
V2C-0103,R1,,,,,,,,,
V2C-0104,R1,,,,,,,,,
V2C-0105,R1,,,,,,,,,
V2C-0106,R1,,,,,,,,,
V2C-0107,R1,,,,,,,,,
V2C-0108,R1,,,,,,,,,
V2C-0109,R1,,,,,,,,,
V2C-0110,R1,,,,,,,,,
V2C-0111,R1,,,,,,,,,
V2C-0112,R1,,,,,,,,,
V2C-0113,R1,,,,,,,,,
V2C-0114,R1,,,,,,,,,
V2C-0115,R1,,,,,,,,,
V2C-0116,R1,,,,,,,,,
V2C-0117,R1,,,,,,,,,
V2C-0118,R1,,,,,,,,,
V2C-0119,R1,,,,,,,,,
V2C-0120,R1,,,,,,,,,
V2C-0121,R1,,,,,,,,,
V2C-0122,R1,,,,,,,,,
V2C-0123,R1,,,,,,,,,
V2C-0124,R1,,,,,,,,,
V2C-0125,R1,,,,,,,,,
V2C-0126,R1,,,,,,,,,
V2C-0127,R1,,,,,,,,,
V2C-0128,R1,,,,,,,,,
V2C-0129,R1,,,,,,,,,
V2C-0130,R1,,,,,,,,,
V2C-0131,R1,,,,,,,,,
V2C-0132,R1,,,,,,,,,
V2C-0133,R1,,,,,,,,,
V2C-0134,R1,,,,,,,,,
V2C-0135,R1,,,,,,,,,
V2C-0136,R1,,,,,,,,,
V2C-0137,R1,,,,,,,,,
V2C-0138,R1,,,,,,,,,
V2C-0139,R1,,,,,,,,,
V2C-0140,R1,,,,,,,,,
V2C-0141,R1,,,,,,,,,
V2C-0142,R1,,,,,,,,,
V2C-0143,R1,,,,,,,,,
V2C-0144,R1,,,,,,,,,
V2C-0145,R1,,,,,,,,,
V2C-0146,R1,,,,,,,,,
V2C-0147,R1,,,,,,,,,
V2C-0148,R1,,,,,,,,,
V2C-0149,R1,,,,,,,,,
V2C-0150,R1,,,,,,,,,
V2C-0151,R1,,,,,,,,,
V2C-0152,R1,,,,,,,,,
V2C-0153,R1,,,,,,,,,
V2C-0154,R1,,,,,,,,,
V2C-0155,R1,,,,,,,,,
V2C-0156,R1,,,,,,,,,
V2C-0157,R1,,,,,,,,,
V2C-0158,R1,,,,,,,,,
V2C-0159,R1,,,,,,,,,
V2C-0160,R1,,,,,,,,,
V2C-0161,R1,,,,,,,,,
V2C-0162,R1,,,,,,,,,
V2C-0163,R1,,,,,,,,,
V2C-0164,R1,,,,,,,,,
V2C-0165,R1,,,,,,,,,
V2C-0166,R1,,,,,,,,,
V2C-0167,R1,,,,,,,,,
V2C-0168,R1,,,,,,,,,
V2C-0169,R1,,,,,,,,,
V2C-0170,R1,,,,,,,,,
V2C-0171,R1,,,,,,,,,
V2C-0172,R1,,,,,,,,,
V2C-0173,R1,,,,,,,,,
V2C-0174,R1,,,,,,,,,
V2C-0175,R1,,,,,,,,,
V2C-0176,R1,,,,,,,,,
V2C-0177,R1,,,,,,,,,
V2C-0178,R1,,,,,,,,,
V2C-0179,R1,,,,,,,,,
V2C-0180,R1,,,,,,,,,
V2C-0181,R1,,,,,,,,,
V2C-0182,R1,,,,,,,,,
V2C-0183,R1,,,,,,,,,
V2C-0184,R1,,,,,,,,,
V2C-0185,R1,,,,,,,,,
V2C-0186,R1,,,,,,,,,
V2C-0187,R1,,,,,,,,,
V2C-0188,R1,,,,,,,,,
V2C-0189,R1,,,,,,,,,
V2C-0190,R1,,,,,,,,,
V2C-0191,R1,,,,,,,,,
V2C-0192,R1,,,,,,,,,
V2C-0193,R1,,,,,,,,,
V2C-0194,R1,,,,,,,,,
V2C-0195,R1,,,,,,,,,
V2C-0196,R1,,,,,,,,,
V2C-0197,R1,,,,,,,,,
V2C-0198,R1,,,,,,,,,
V2C-0199,R1,,,,,,,,,
V2C-0200,R1,,,,,,,,,
V2C-0201,R1,,,,,,,,,
V2C-0202,R1,,,,,,,,,
V2C-0203,R1,,,,,,,,,
V2C-0204,R1,,,,,,,,,
V2C-0205,R1,,,,,,,,,
V2C-0206,R1,,,,,,,,,
V2C-0207,R1,,,,,,,,,
V2C-0208,R1,,,,,,,,,
V2C-0209,R1,,,,,,,,,
V2C-0210,R1,,,,,,,,,
V2C-0211,R1,,,,,,,,,
V2C-0212,R1,,,,,,,,,
V2C-0213,R1,,,,,,,,,
V2C-0214,R1,,,,,,,,,
V2C-0215,R1,,,,,,,,,
V2C-0216,R1,,,,,,,,,
V2C-0217,R1,,,,,,,,,
V2C-0218,R1,,,,,,,,,
V2C-0219,R1,,,,,,,,,
V2C-0220,R1,,,,,,,,,
V2C-0221,R1,,,,,,,,,
V2C-0222,R1,,,,,,,,,
V2C-0223,R1,,,,,,,,,
V2C-0224,R1,,,,,,,,,
V2C-0225,R1,,,,,,,,,
V2C-0226,R1,,,,,,,,,
V2C-0227,R1,,,,,,,,,
V2C-0228,R1,,,,,,,,,
V2C-0229,R1,,,,,,,,,
V2C-0230,R1,,,,,,,,,
V2C-0231,R1,,,,,,,,,
V2C-0232,R1,,,,,,,,,
V2C-0233,R1,,,,,,,,,
V2C-0234,R1,,,,,,,,,
V2C-0235,R1,,,,,,,,,
V2C-0236,R1,,,,,,,,,
V2C-0237,R1,,,,,,,,,
V2C-0238,R1,,,,,,,,,
V2C-0239,R1,,,,,,,,,
V2C-0240,R1,,,,,,,,,
V2C-0241,R1,,,,,,,,,
V2C-0242,R1,,,,,,,,,
V2C-0243,R1,,,,,,,,,
V2C-0244,R1,,,,,,,,,
V2C-0245,R1,,,,,,,,,
V2C-0246,R1,,,,,,,,,
V2C-0247,R1,,,,,,,,,
V2C-0248,R1,,,,,,,,,
V2C-0249,R1,,,,,,,,,
V2C-0250,R1,,,,,,,,,
V2C-0251,R1,,,,,,,,,
V2C-0252,R1,,,,,,,,,
V2C-0253,R1,,,,,,,,,
V2C-0254,R1,,,,,,,,,
V2C-0255,R1,,,,,,,,,
V2C-0256,R1,,,,,,,,,
V2C-0257,R1,,,,,,,,,
V2C-0258,R1,,,,,,,,,
V2C-0259,R1,,,,,,,,,
V2C-0260,R1,,,,,,,,,
V2C-0261,R1,,,,,,,,,
V2C-0262,R1,,,,,,,,,
V2C-0263,R1,,,,,,,,,
V2C-0264,R1,,,,,,,,,
V2C-0265,R1,,,,,,,,,
V2C-0266,R1,,,,,,,,,
V2C-0267,R1,,,,,,,,,
V2C-0268,R1,,,,,,,,,
V2C-0269,R1,,,,,,,,,
V2C-0270,R1,,,,,,,,,
V2C-0271,R1,,,,,,,,,
V2C-0272,R1,,,,,,,,,
V2C-0273,R1,,,,,,,,,
V2C-0274,R1,,,,,,,,,
V2C-0275,R1,,,,,,,,,
V2C-0276,R1,,,,,,,,,
V2C-0277,R1,,,,,,,,,
V2C-0278,R1,,,,,,,,,
V2C-0279,R1,,,,,,,,,
V2C-0280,R1,,,,,,,,,
V2C-0281,R1,,,,,,,,,
V2C-0282,R1,,,,,,,,,
V2C-0283,R1,,,,,,,,,
V2C-0284,R1,,,,,,,,,
V2C-0285,R1,,,,,,,,,
V2C-0286,R1,,,,,,,,,
V2C-0287,R1,,,,,,,,,
V2C-0288,R1,,,,,,,,,
V2C-0289,R1,,,,,,,,,
V2C-0290,R1,,,,,,,,,
V2C-0291,R1,,,,,,,,,
V2C-0292,R1,,,,,,,,,
V2C-0293,R1,,,,,,,,,
V2C-0294,R1,,,,,,,,,
V2C-0295,R1,,,,,,,,,
V2C-0296,R1,,,,,,,,,
V2C-0297,R1,,,,,,,,,
V2C-0298,R1,,,,,,,,,
V2C-0299,R1,,,,,,,,,
V2C-0300,R1,,,,,,,,,
V2C-0301,R1,,,,,,,,,
V2C-0302,R1,,,,,,,,,
V2C-0303,R1,,,,,,,,,
V2C-0304,R1,,,,,,,,,
V2C-0305,R1,,,,,,,,,
V2C-0306,R1,,,,,,,,,
V2C-0307,R1,,,,,,,,,
V2C-0308,R1,,,,,,,,,
V2C-0309,R1,,,,,,,,,
V2C-0310,R1,,,,,,,,,
V2C-0311,R1,,,,,,,,,
V2C-0312,R1,,,,,,,,,
V2C-0313,R1,,,,,,,,,
V2C-0314,R1,,,,,,,,,
V2C-0315,R1,,,,,,,,,
V2C-0316,R1,,,,,,,,,
V2C-0317,R1,,,,,,,,,
V2C-0318,R1,,,,,,,,,
V2C-0319,R1,,,,,,,,,
V2C-0320,R1,,,,,,,,,
V2C-0321,R1,,,,,,,,,
V2C-0322,R1,,,,,,,,,
V2C-0323,R1,,,,,,,,,
V2C-0324,R1,,,,,,,,,
V2C-0325,R1,,,,,,,,,
V2C-0326,R1,,,,,,,,,
V2C-0327,R1,,,,,,,,,
V2C-0328,R1,,,,,,,,,
V2C-0329,R1,,,,,,,,,
V2C-0330,R1,,,,,,,,,
V2C-0331,R1,,,,,,,,,
V2C-0332,R1,,,,,,,,,
V2C-0333,R1,,,,,,,,,
V2C-0334,R1,,,,,,,,,
V2C-0335,R1,,,,,,,,,
V2C-0336,R1,,,,,,,,,
V2C-0337,R1,,,,,,,,,
V2C-0338,R1,,,,,,,,,
V2C-0339,R1,,,,,,,,,
V2C-0340,R1,,,,,,,,,
V2C-0341,R1,,,,,,,,,
V2C-0342,R1,,,,,,,,,
V2C-0343,R1,,,,,,,,,
V2C-0344,R1,,,,,,,,,
V2C-0345,R1,,,,,,,,,
V2C-0346,R1,,,,,,,,,
V2C-0347,R1,,,,,,,,,
V2C-0348,R1,,,,,,,,,
V2C-0349,R1,,,,,,,,,
V2C-0350,R1,,,,,,,,,
V2C-0351,R1,,,,,,,,,
V2C-0352,R1,,,,,,,,,
V2C-0353,R1,,,,,,,,,
V2C-0354,R1,,,,,,,,,
V2C-0355,R1,,,,,,,,,
V2C-0356,R1,,,,,,,,,
V2C-0357,R1,,,,,,,,,
V2C-0358,R1,,,,,,,,,
V2C-0359,R1,,,,,,,,,
V2C-0360,R1,,,,,,,,,
V2C-0361,R1,,,,,,,,,
V2C-0362,R1,,,,,,,,,
V2C-0363,R1,,,,,,,,,
V2C-0364,R1,,,,,,,,,
V2C-0365,R1,,,,,,,,,
V2C-0366,R1,,,,,,,,,
V2C-0367,R1,,,,,,,,,
V2C-0368,R1,,,,,,,,,
V2C-0369,R1,,,,,,,,,
V2C-0370,R1,,,,,,,,,
V2C-0371,R1,,,,,,,,,
V2C-0372,R1,,,,,,,,,
V2C-0373,R1,,,,,,,,,
V2C-0374,R1,,,,,,,,,
V2C-0375,R1,,,,,,,,,
V2C-0376,R1,,,,,,,,,
V2C-0377,R1,,,,,,,,,
V2C-0378,R1,,,,,,,,,
V2C-0379,R1,,,,,,,,,
V2C-0380,R1,,,,,,,,,
V2C-0381,R1,,,,,,,,,
V2C-0382,R1,,,,,,,,,
V2C-0383,R1,,,,,,,,,
V2C-0384,R1,,,,,,,,,
V2C-0385,R1,,,,,,,,,
V2C-0386,R1,,,,,,,,,
V2C-0387,R1,,,,,,,,,
V2C-0388,R1,,,,,,,,,
V2C-0389,R1,,,,,,,,,
V2C-0390,R1,,,,,,,,,
V2C-0391,R1,,,,,,,,,
V2C-0392,R1,,,,,,,,,
V2C-0393,R1,,,,,,,,,
V2C-0394,R1,,,,,,,,,
V2C-0395,R1,,,,,,,,,
V2C-0396,R1,,,,,,,,,
V2C-0397,R1,,,,,,,,,
V2C-0398,R1,,,,,,,,,
V2C-0399,R1,,,,,,,,,
V2C-0400,R1,,,,,,,,,
V2C-0401,R1,,,,,,,,,
V2C-0402,R1,,,,,,,,,
V2C-0403,R1,,,,,,,,,
V2C-0404,R1,,,,,,,,,
V2C-0405,R1,,,,,,,,,
V2C-0406,R1,,,,,,,,,
V2C-0407,R1,,,,,,,,,
V2C-0408,R1,,,,,,,,,
V2C-0409,R1,,,,,,,,,
V2C-0410,R1,,,,,,,,,
V2C-0411,R1,,,,,,,,,
V2C-0412,R1,,,,,,,,,
V2C-0413,R1,,,,,,,,,
V2C-0414,R1,,,,,,,,,
V2C-0415,R1,,,,,,,,,
V2C-0416,R1,,,,,,,,,
V2C-0417,R1,,,,,,,,,
V2C-0418,R1,,,,,,,,,
V2C-0419,R1,,,,,,,,,
V2C-0420,R1,,,,,,,,,
V2C-0421,R1,,,,,,,,,
V2C-0422,R1,,,,,,,,,
V2C-0423,R1,,,,,,,,,
V2C-0424,R1,,,,,,,,,
V2C-0425,R1,,,,,,,,,
V2C-0426,R1,,,,,,,,,
V2C-0427,R1,,,,,,,,,
V2C-0428,R1,,,,,,,,,
V2C-0429,R1,,,,,,,,,
V2C-0430,R1,,,,,,,,,
V2C-0431,R1,,,,,,,,,
V2C-0432,R1,,,,,,,,,
V2C-0433,R1,,,,,,,,,
V2C-0434,R1,,,,,,,,,
V2C-0435,R1,,,,,,,,,
V2C-0436,R1,,,,,,,,,
V2C-0437,R1,,,,,,,,,
V2C-0438,R1,,,,,,,,,
V2C-0439,R1,,,,,,,,,
V2C-0440,R1,,,,,,,,,
V2C-0441,R1,,,,,,,,,
V2C-0442,R1,,,,,,,,,
V2C-0443,R1,,,,,,,,,
V2C-0444,R1,,,,,,,,,
V2C-0445,R1,,,,,,,,,
V2C-0446,R1,,,,,,,,,
V2C-0447,R1,,,,,,,,,
V2C-0448,R1,,,,,,,,,
V2C-0449,R1,,,,,,,,,
V2C-0450,R1,,,,,,,,,
V2C-0451,R1,,,,,,,,,
V2C-0452,R1,,,,,,,,,
V2C-0453,R1,,,,,,,,,
V2C-0454,R1,,,,,,,,,
V2C-0455,R1,,,,,,,,,
V2C-0456,R1,,,,,,,,,
V2C-0457,R1,,,,,,,,,
V2C-0458,R1,,,,,,,,,
V2C-0459,R1,,,,,,,,,
V2C-0460,R1,,,,,,,,,
V2C-0461,R1,,,,,,,,,
V2C-0462,R1,,,,,,,,,
V2C-0463,R1,,,,,,,,,
V2C-0464,R1,,,,,,,,,
V2C-0465,R1,,,,,,,,,
V2C-0466,R1,,,,,,,,,
V2C-0467,R1,,,,,,,,,
V2C-0468,R1,,,,,,,,,
V2C-0469,R1,,,,,,,,,
V2C-0470,R1,,,,,,,,,
V2C-0471,R1,,,,,,,,,
V2C-0472,R1,,,,,,,,,
V2C-0473,R1,,,,,,,,,
V2C-0474,R1,,,,,,,,,
V2C-0475,R1,,,,,,,,,
V2C-0476,R1,,,,,,,,,
V2C-0477,R1,,,,,,,,,
V2C-0478,R1,,,,,,,,,
V2C-0479,R1,,,,,,,,,
V2C-0480,R1,,,,,,,,,
V2C-0481,R1,,,,,,,,,
V2C-0482,R1,,,,,,,,,
V2C-0483,R1,,,,,,,,,
V2C-0484,R1,,,,,,,,,
V2C-0485,R1,,,,,,,,,
V2C-0486,R1,,,,,,,,,
V2C-0487,R1,,,,,,,,,
V2C-0488,R1,,,,,,,,,
V2C-0489,R1,,,,,,,,,
V2C-0490,R1,,,,,,,,,
V2C-0491,R1,,,,,,,,,
V2C-0492,R1,,,,,,,,,
V2C-0493,R1,,,,,,,,,
V2C-0494,R1,,,,,,,,,
V2C-0495,R1,,,,,,,,,
V2C-0496,R1,,,,,,,,,
V2C-0497,R1,,,,,,,,,
V2C-0498,R1,,,,,,,,,
V2C-0499,R1,,,,,,,,,
V2C-0500,R1,,,,,,,,,
V2C-0501,R1,,,,,,,,,
V2C-0502,R1,,,,,,,,,
V2C-0503,R1,,,,,,,,,
V2C-0504,R1,,,,,,,,,
V2C-0505,R1,,,,,,,,,
V2C-0506,R1,,,,,,,,,
V2C-0507,R1,,,,,,,,,
V2C-0508,R1,,,,,,,,,
V2C-0509,R1,,,,,,,,,
V2C-0510,R1,,,,,,,,,
V2C-0511,R1,,,,,,,,,
V2C-0512,R1,,,,,,,,,
V2C-0513,R1,,,,,,,,,
V2C-0514,R1,,,,,,,,,
V2C-0515,R1,,,,,,,,,
V2C-0516,R1,,,,,,,,,
V2C-0517,R1,,,,,,,,,
V2C-0518,R1,,,,,,,,,
V2C-0519,R1,,,,,,,,,
V2C-0520,R1,,,,,,,,,
V2C-0521,R1,,,,,,,,,
V2C-0522,R1,,,,,,,,,
V2C-0523,R1,,,,,,,,,
V2C-0524,R1,,,,,,,,,
V2C-0525,R1,,,,,,,,,
V2C-0526,R1,,,,,,,,,
V2C-0527,R1,,,,,,,,,
V2C-0528,R1,,,,,,,,,
V2C-0529,R1,,,,,,,,,
V2C-0530,R1,,,,,,,,,
V2C-0531,R1,,,,,,,,,
V2C-0532,R1,,,,,,,,,
V2C-0533,R1,,,,,,,,,
V2C-0534,R1,,,,,,,,,
V2C-0535,R1,,,,,,,,,
V2C-0536,R1,,,,,,,,,
V2C-0537,R1,,,,,,,,,
V2C-0538,R1,,,,,,,,,
V2C-0539,R1,,,,,,,,,
V2C-0540,R1,,,,,,,,,
V2C-0541,R1,,,,,,,,,
V2C-0542,R1,,,,,,,,,
V2C-0543,R1,,,,,,,,,
V2C-0544,R1,,,,,,,,,
V2C-0545,R1,,,,,,,,,
V2C-0546,R1,,,,,,,,,
V2C-0547,R1,,,,,,,,,
V2C-0548,R1,,,,,,,,,
V2C-0549,R1,,,,,,,,,
V2C-0550,R1,,,,,,,,,
V2C-0551,R1,,,,,,,,,
V2C-0552,R1,,,,,,,,,
V2C-0553,R1,,,,,,,,,
V2C-0554,R1,,,,,,,,,
V2C-0555,R1,,,,,,,,,
V2C-0556,R1,,,,,,,,,
V2C-0557,R1,,,,,,,,,
V2C-0558,R1,,,,,,,,,
V2C-0559,R1,,,,,,,,,
V2C-0560,R1,,,,,,,,,
V2C-0561,R1,,,,,,,,,
V2C-0562,R1,,,,,,,,,
V2C-0563,R1,,,,,,,,,
V2C-0564,R1,,,,,,,,,
V2C-0565,R1,,,,,,,,,
V2C-0566,R1,,,,,,,,,
V2C-0567,R1,,,,,,,,,
V2C-0568,R1,,,,,,,,,
V2C-0569,R1,,,,,,,,,
V2C-0570,R1,,,,,,,,,
V2C-0571,R1,,,,,,,,,
V2C-0572,R1,,,,,,,,,
V2C-0573,R1,,,,,,,,,
V2C-0574,R1,,,,,,,,,
V2C-0575,R1,,,,,,,,,
V2C-0576,R1,,,,,,,,,
V2C-0577,R1,,,,,,,,,
V2C-0578,R1,,,,,,,,,
V2C-0579,R1,,,,,,,,,
V2C-0580,R1,,,,,,,,,
V2C-0581,R1,,,,,,,,,
V2C-0582,R1,,,,,,,,,
V2C-0583,R1,,,,,,,,,
V2C-0584,R1,,,,,,,,,
V2C-0585,R1,,,,,,,,,
V2C-0586,R1,,,,,,,,,
V2C-0587,R1,,,,,,,,,
V2C-0588,R1,,,,,,,,,
V2C-0589,R1,,,,,,,,,
V2C-0590,R1,,,,,,,,,
V2C-0591,R1,,,,,,,,,
V2C-0592,R1,,,,,,,,,
V2C-0593,R1,,,,,,,,,
V2C-0594,R1,,,,,,,,,
V2C-0595,R1,,,,,,,,,
V2C-0596,R1,,,,,,,,,
V2C-0597,R1,,,,,,,,,
V2C-0598,R1,,,,,,,,,
V2C-0599,R1,,,,,,,,,
V2C-0600,R1,,,,,,,,,
V2C-0601,R1,,,,,,,,,
V2C-0602,R1,,,,,,,,,
V2C-0603,R1,,,,,,,,,
V2C-0604,R1,,,,,,,,,
V2C-0605,R1,,,,,,,,,
V2C-0606,R1,,,,,,,,,
V2C-0607,R1,,,,,,,,,
V2C-0608,R1,,,,,,,,,
V2C-0609,R1,,,,,,,,,
V2C-0610,R1,,,,,,,,,
V2C-0611,R1,,,,,,,,,
V2C-0612,R1,,,,,,,,,
V2C-0613,R1,,,,,,,,,
V2C-0614,R1,,,,,,,,,
V2C-0615,R1,,,,,,,,,
V2C-0616,R1,,,,,,,,,
V2C-0617,R1,,,,,,,,,
V2C-0618,R1,,,,,,,,,
V2C-0619,R1,,,,,,,,,
V2C-0620,R1,,,,,,,,,
V2C-0621,R1,,,,,,,,,
V2C-0622,R1,,,,,,,,,
V2C-0623,R1,,,,,,,,,
V2C-0624,R1,,,,,,,,,
V2C-0625,R1,,,,,,,,,
V2C-0626,R1,,,,,,,,,
V2C-0627,R1,,,,,,,,,
V2C-0628,R1,,,,,,,,,
V2C-0629,R1,,,,,,,,,
V2C-0630,R1,,,,,,,,,
V2C-0631,R1,,,,,,,,,
V2C-0632,R1,,,,,,,,,
V2C-0633,R1,,,,,,,,,
V2C-0634,R1,,,,,,,,,
V2C-0635,R1,,,,,,,,,
V2C-0636,R1,,,,,,,,,
V2C-0637,R1,,,,,,,,,
V2C-0638,R1,,,,,,,,,
V2C-0639,R1,,,,,,,,,
V2C-0640,R1,,,,,,,,,
V2C-0641,R1,,,,,,,,,
V2C-0642,R1,,,,,,,,,
V2C-0643,R1,,,,,,,,,
V2C-0644,R1,,,,,,,,,
V2C-0645,R1,,,,,,,,,
V2C-0646,R1,,,,,,,,,
V2C-0647,R1,,,,,,,,,
V2C-0648,R1,,,,,,,,,
V2C-0649,R1,,,,,,,,,
V2C-0650,R1,,,,,,,,,
V2C-0651,R1,,,,,,,,,
V2C-0652,R1,,,,,,,,,
V2C-0653,R1,,,,,,,,,
V2C-0654,R1,,,,,,,,,
V2C-0655,R1,,,,,,,,,
V2C-0656,R1,,,,,,,,,
V2C-0657,R1,,,,,,,,,
V2C-0658,R1,,,,,,,,,
V2C-0659,R1,,,,,,,,,
V2C-0660,R1,,,,,,,,,
V2C-0661,R1,,,,,,,,,
V2C-0662,R1,,,,,,,,,
V2C-0663,R1,,,,,,,,,
V2C-0664,R1,,,,,,,,,
V2C-0665,R1,,,,,,,,,
V2C-0666,R1,,,,,,,,,
V2C-0667,R1,,,,,,,,,
V2C-0668,R1,,,,,,,,,
V2C-0669,R1,,,,,,,,,
V2C-0670,R1,,,,,,,,,
V2C-0671,R1,,,,,,,,,
V2C-0672,R1,,,,,,,,,
V2C-0673,R1,,,,,,,,,
V2C-0674,R1,,,,,,,,,
V2C-0675,R1,,,,,,,,,
V2C-0676,R1,,,,,,,,,
V2C-0677,R1,,,,,,,,,
V2C-0678,R1,,,,,,,,,
V2C-0679,R1,,,,,,,,,
V2C-0680,R1,,,,,,,,,
V2C-0681,R1,,,,,,,,,
V2C-0682,R1,,,,,,,,,
V2C-0683,R1,,,,,,,,,
V2C-0684,R1,,,,,,,,,
V2C-0685,R1,,,,,,,,,
V2C-0686,R1,,,,,,,,,
V2C-0687,R1,,,,,,,,,
V2C-0688,R1,,,,,,,,,
V2C-0689,R1,,,,,,,,,
V2C-0690,R1,,,,,,,,,
V2C-0691,R1,,,,,,,,,
V2C-0692,R1,,,,,,,,,
V2C-0693,R1,,,,,,,,,
V2C-0694,R1,,,,,,,,,
V2C-0695,R1,,,,,,,,,
V2C-0696,R1,,,,,,,,,
V2C-0697,R1,,,,,,,,,
V2C-0698,R1,,,,,,,,,
V2C-0699,R1,,,,,,,,,
V2C-0700,R1,,,,,,,,,
V2C-0701,R1,,,,,,,,,
V2C-0702,R1,,,,,,,,,
V2C-0703,R1,,,,,,,,,
V2C-0704,R1,,,,,,,,,
V2C-0705,R1,,,,,,,,,
V2C-0706,R1,,,,,,,,,
V2C-0707,R1,,,,,,,,,
V2C-0708,R1,,,,,,,,,
V2C-0709,R1,,,,,,,,,
V2C-0710,R1,,,,,,,,,
V2C-0711,R1,,,,,,,,,
V2C-0712,R1,,,,,,,,,
V2C-0713,R1,,,,,,,,,
V2C-0714,R1,,,,,,,,,
V2C-0715,R1,,,,,,,,,
V2C-0716,R1,,,,,,,,,
V2C-0717,R1,,,,,,,,,
V2C-0718,R1,,,,,,,,,
V2C-0719,R1,,,,,,,,,
V2C-0720,R1,,,,,,,,,
V2C-0721,R1,,,,,,,,,
V2C-0722,R1,,,,,,,,,
V2C-0723,R1,,,,,,,,,
V2C-0724,R1,,,,,,,,,
V2C-0725,R1,,,,,,,,,
V2C-0726,R1,,,,,,,,,
V2C-0727,R1,,,,,,,,,
V2C-0728,R1,,,,,,,,,
V2C-0729,R1,,,,,,,,,
